dimension,node,component,value
F2,10.59.137.86,0,-0.0001
F2,10.59.137.86,1,0.2285
F2,10.59.22.194,0,0.
F2,10.59.22.194,1,0.
F2,10.59.43.199,0,0.
F2,10.59.43.199,1,0.
F2,10.59.137.192,0,0.
F2,10.59.137.192,1,0.
F2,10.59.223.67,0,0.
F2,10.59.223.67,1,0.
F2,10.59.137.11,0,0.0001
F2,10.59.137.11,1,0.3028
F2,10.59.255.81,0,0.
F2,10.59.255.81,1,0.
F2,10.59.137.14,0,0.
F2,10.59.137.14,1,0.
F2,10.59.137.143,0,0.
F2,10.59.137.143,1,0.
F2,10.59.207.45,0,0.
F2,10.59.207.45,1,0.
F2,10.59.181.2,0,0.
F2,10.59.181.2,1,0.
F2,10.59.181.228,0,0.
F2,10.59.181.228,1,0.
F2,10.59.43.11,0,0.
F2,10.59.43.11,1,0.
F2,10.59.20.39,0,0.
F2,10.59.20.39,1,0.
F2,10.59.126.16,0,0.
F2,10.59.126.16,1,0.
F2,10.59.21.124,0,0.
F2,10.59.21.124,1,0.
F2,10.59.181.130,0,0.
F2,10.59.181.130,1,0.
F2,10.59.181.152,0,0.
F2,10.59.181.152,1,0.
F2,10.59.137.191,0,0.
F2,10.59.137.191,1,0.
F2,10.59.137.109,0,0.
F2,10.59.137.109,1,0.
F2,10.59.137.254,0,0.
F2,10.59.137.254,1,0.
F2,10.59.56.54,0,0.
F2,10.59.56.54,1,0.
F2,10.59.56.86,0,0.
F2,10.59.56.86,1,0.
F2,10.59.181.210,0,0.
F2,10.59.181.210,1,0.
F2,10.59.223.103,0,0.
F2,10.59.223.103,1,0.
F2,10.59.255.121,0,0.
F2,10.59.255.121,1,0.
F2,10.59.181.90,0,0.
F2,10.59.181.90,1,0.
F2,10.59.137.52,0,-0.0004
F2,10.59.137.52,1,0.5815
F2,10.59.137.205,0,0.
F2,10.59.137.205,1,0.
F2,10.59.56.94,0,0.
F2,10.59.56.94,1,0.
F2,10.59.171.194,0,0.
F2,10.59.171.194,1,0.
F2,10.59.126.123,0,0.
F2,10.59.126.123,1,0.
F2,10.59.253.246,0,-0.0000
F2,10.59.253.246,1,0.0061
F2,10.59.231.213,0,0.
F2,10.59.231.213,1,0.
F2,10.59.56.176,0,0.
F2,10.59.56.176,1,0.
F2,10.59.181.218,0,0.
F2,10.59.181.218,1,0.
F2,10.59.223.19,0,-0.0014
F2,10.59.223.19,1,1.9907
F2,10.59.20.51,0,0.
F2,10.59.20.51,1,0.
F2,10.59.55.194,0,0.
F2,10.59.55.194,1,0.
F2,10.59.179.194,0,0.
F2,10.59.179.194,1,0.
F2,10.59.216.15,0,0.
F2,10.59.216.15,1,0.
F2,10.59.88.205,0,0.
F2,10.59.88.205,1,0.
F2,10.59.223.148,0,0.
F2,10.59.223.148,1,0.
F2,10.59.22.14,0,0.
F2,10.59.22.14,1,0.
F2,10.59.255.30,0,0.
F2,10.59.255.30,1,0.
F2,10.59.45.92,0,-0.0000
F2,10.59.45.92,1,0.0059
F2,10.59.56.100,0,0.
F2,10.59.56.100,1,0.
F2,10.59.223.41,0,0.
F2,10.59.223.41,1,0.
F2,10.59.137.21,0,0.
F2,10.59.137.21,1,0.
F2,10.59.137.249,0,0.
F2,10.59.137.249,1,0.
F2,10.59.223.176,0,0.
F2,10.59.223.176,1,0.
F2,10.59.181.72,0,0.
F2,10.59.181.72,1,0.
F2,10.59.223.250,0,0.
F2,10.59.223.250,1,0.
F2,10.59.180.75,0,0.
F2,10.59.180.75,1,0.
F2,10.59.180.118,0,0.
F2,10.59.180.118,1,0.
F2,10.59.137.74,0,0.
F2,10.59.137.74,1,0.
F2,10.59.216.164,0,0.
F2,10.59.216.164,1,0.
F2,10.59.34.62,0,0.
F2,10.59.34.62,1,0.
F2,10.59.207.170,0,0.
F2,10.59.207.170,1,0.
F2,10.59.212.180,0,0.
F2,10.59.212.180,1,0.
F2,10.59.56.57,0,0.
F2,10.59.56.57,1,0.
F2,10.59.181.231,0,0.
F2,10.59.181.231,1,0.
F2,10.59.36.97,0,0.
F2,10.59.36.97,1,0.
F2,10.59.212.67,0,0.
F2,10.59.212.67,1,0.
F2,10.59.181.226,0,0.
F2,10.59.181.226,1,0.
F2,10.59.229.15,0,0.
F2,10.59.229.15,1,0.
F2,10.59.223.126,0,0.
F2,10.59.223.126,1,0.
F2,10.59.36.170,0,0.
F2,10.59.36.170,1,0.
F2,10.59.223.252,0,0.
F2,10.59.223.252,1,0.
F2,10.59.45.229,0,0.
F2,10.59.45.229,1,0.
F2,10.59.53.194,0,0.
F2,10.59.53.194,1,0.
F2,10.59.229.177,0,0.
F2,10.59.229.177,1,0.
F2,10.59.43.228,0,0.
F2,10.59.43.228,1,0.
F2,10.59.212.95,0,0.
F2,10.59.212.95,1,0.
F2,10.59.137.5,0,0.
F2,10.59.137.5,1,0.
F2,10.59.137.212,0,0.
F2,10.59.137.212,1,0.
F2,10.59.253.42,0,0.
F2,10.59.253.42,1,0.
F2,10.59.207.75,0,0.
F2,10.59.207.75,1,0.
F2,10.59.179.118,0,0.
F2,10.59.179.118,1,0.
F2,10.59.43.13,0,0.
F2,10.59.43.13,1,0.
F2,10.59.137.82,0,0.
F2,10.59.137.82,1,0.
F2,10.59.240.121,0,0.
F2,10.59.240.121,1,0.
F2,10.59.45.142,0,0.
F2,10.59.45.142,1,0.
F2,10.59.43.141,0,0.
F2,10.59.43.141,1,0.
F2,10.59.180.144,0,0.
F2,10.59.180.144,1,0.
F2,10.59.56.145,0,0.
F2,10.59.56.145,1,0.
F2,10.59.181.58,0,0.
F2,10.59.181.58,1,0.
F2,10.59.137.110,0,0.
F2,10.59.137.110,1,0.
F2,10.59.148.45,0,0.
F2,10.59.148.45,1,0.
F2,10.59.43.247,0,0.
F2,10.59.43.247,1,0.
F2,10.59.207.110,0,0.
F2,10.59.207.110,1,0.
F2,10.59.216.61,0,0.
F2,10.59.216.61,1,0.
F2,10.59.45.130,0,0.
F2,10.59.45.130,1,0.
F2,10.59.45.82,0,0.
F2,10.59.45.82,1,0.
F2,10.59.171.81,0,0.
F2,10.59.171.81,1,0.
F2,10.59.166.201,0,0.
F2,10.59.166.201,1,0.
F2,10.59.56.162,0,0.
F2,10.59.56.162,1,0.
F2,10.59.137.34,0,0.
F2,10.59.137.34,1,0.
F2,10.59.137.186,0,0.
F2,10.59.137.186,1,0.
F2,10.59.81.143,0,0.
F2,10.59.81.143,1,0.
F2,10.59.56.3,0,0.
F2,10.59.56.3,1,0.
F2,10.59.56.61,0,0.
F2,10.59.56.61,1,0.
F2,10.59.181.29,0,0.
F2,10.59.181.29,1,0.
F2,10.59.137.165,0,0.
F2,10.59.137.165,1,0.
F2,10.59.229.187,0,0.
F2,10.59.229.187,1,0.
F2,10.59.137.10,0,0.
F2,10.59.137.10,1,0.
F2,10.59.137.235,0,0.
F2,10.59.137.235,1,0.
F2,10.59.229.118,0,0.
F2,10.59.229.118,1,0.
F2,10.59.56.132,0,0.
F2,10.59.56.132,1,0.
F2,10.59.20.74,0,0.
F2,10.59.20.74,1,0.
F2,10.59.179.152,0,0.
F2,10.59.179.152,1,0.
F2,10.59.253.187,0,-0.0000
F2,10.59.253.187,1,0.0299
F2,10.59.137.12,0,0.
F2,10.59.137.12,1,0.
F2,10.59.223.140,0,0.
F2,10.59.223.140,1,0.
F2,10.59.45.9,0,0.
F2,10.59.45.9,1,0.
F2,10.59.45.161,0,-0.0000
F2,10.59.45.161,1,0.0032
F2,10.59.56.203,0,0.
F2,10.59.56.203,1,0.
F2,10.59.216.207,0,0.
F2,10.59.216.207,1,0.
F2,10.59.223.177,0,0.
F2,10.59.223.177,1,0.
F2,10.59.45.42,0,0.
F2,10.59.45.42,1,0.
F2,10.59.240.45,0,0.
F2,10.59.240.45,1,0.
F2,10.59.181.201,0,0.
F2,10.59.181.201,1,0.
F2,10.59.56.213,0,0.
F2,10.59.56.213,1,0.
F2,10.59.21.199,0,0.
F2,10.59.21.199,1,0.
F2,10.59.231.228,0,0.
F2,10.59.231.228,1,0.
F2,10.59.53.16,0,0.
F2,10.59.53.16,1,0.
F2,10.59.137.246,0,0.
F2,10.59.137.246,1,0.
F2,10.59.45.74,0,0.
F2,10.59.45.74,1,0.
F2,10.59.137.117,0,-0.0000
F2,10.59.137.117,1,0.0023
F2,10.59.255.174,0,0.
F2,10.59.255.174,1,0.
F2,10.59.255.82,0,0.
F2,10.59.255.82,1,0.
F2,10.59.179.96,0,3.8543e-09
F2,10.59.179.96,1,0.0075
F2,10.59.181.121,0,0.
F2,10.59.181.121,1,0.
F2,10.59.43.85,0,-0.0000
F2,10.59.43.85,1,0.0011
F2,10.59.81.13,0,0.
F2,10.59.81.13,1,0.
F2,10.59.137.243,0,0.
F2,10.59.137.243,1,0.
F2,10.59.137.60,0,0.
F2,10.59.137.60,1,0.
F2,10.59.45.239,0,0.
F2,10.59.45.239,1,0.
F2,10.59.36.139,0,0.
F2,10.59.36.139,1,0.
F2,10.59.181.181,0,0.
F2,10.59.181.181,1,0.
F2,10.59.22.113,0,0.
F2,10.59.22.113,1,0.
F2,10.59.137.9,0,0.
F2,10.59.137.9,1,0.
F2,10.59.223.255,0,0.
F2,10.59.223.255,1,0.
F2,10.59.255.7,0,0.
F2,10.59.255.7,1,0.
F2,10.59.126.13,0,0.
F2,10.59.126.13,1,0.
F2,10.59.137.58,0,0.
F2,10.59.137.58,1,0.
F2,10.59.180.73,0,0.
F2,10.59.180.73,1,0.
F2,10.59.137.167,0,-0.0000
F2,10.59.137.167,1,0.0060
F2,10.59.171.16,0,0.
F2,10.59.171.16,1,0.
F2,10.59.212.78,0,0.
F2,10.59.212.78,1,0.
F2,10.59.181.23,0,0.
F2,10.59.181.23,1,0.
F2,10.59.137.179,0,0.
F2,10.59.137.179,1,0.
F2,10.59.180.113,0,0.
F2,10.59.180.113,1,0.
F2,10.59.223.90,0,-0.0000
F2,10.59.223.90,1,0.0014
F2,10.59.43.144,0,-0.0000
F2,10.59.43.144,1,0.0015
F2,10.59.137.18,0,-0.0000
F2,10.59.137.18,1,0.0363
F2,10.59.223.152,0,0.
F2,10.59.223.152,1,0.
F2,10.59.58.123,0,0.
F2,10.59.58.123,1,0.
F2,10.59.36.13,0,0.
F2,10.59.36.13,1,0.
F2,10.59.255.2,0,0.
F2,10.59.255.2,1,0.
F2,10.59.36.157,0,-0.0000
F2,10.59.36.157,1,0.0357
F2,10.59.216.77,0,0.
F2,10.59.216.77,1,0.
F2,10.59.137.59,0,0.
F2,10.59.137.59,1,0.
F2,10.59.43.60,0,0.
F2,10.59.43.60,1,0.
F2,10.59.137.163,0,0.
F2,10.59.137.163,1,0.
F2,10.59.20.136,0,0.
F2,10.59.20.136,1,0.
F2,10.59.81.30,0,0.
F2,10.59.81.30,1,0.
F2,10.59.55.254,0,0.
F2,10.59.55.254,1,0.
F2,10.59.180.143,0,0.
F2,10.59.180.143,1,0.
F2,10.59.181.137,0,0.
F2,10.59.181.137,1,0.
F2,10.59.223.134,0,-0.0000
F2,10.59.223.134,1,0.0001
F2,10.59.212.102,0,0.
F2,10.59.212.102,1,0.
F2,10.59.223.98,0,0.
F2,10.59.223.98,1,0.
F2,10.59.181.50,0,0.
F2,10.59.181.50,1,0.
F2,10.59.216.55,0,0.
F2,10.59.216.55,1,0.
F2,10.59.56.248,0,0.
F2,10.59.56.248,1,0.
F2,10.59.181.25,0,0.
F2,10.59.181.25,1,0.
F2,10.59.181.102,0,0.
F2,10.59.181.102,1,0.
F2,10.59.126.250,0,0.
F2,10.59.126.250,1,0.
F2,10.59.45.168,0,0.
F2,10.59.45.168,1,0.
F2,10.59.45.217,0,-0.0000
F2,10.59.45.217,1,0.0029
F2,10.59.36.206,0,0.
F2,10.59.36.206,1,0.
F2,10.59.181.126,0,0.
F2,10.59.181.126,1,0.
F2,10.59.36.212,0,0.
F2,10.59.36.212,1,0.
F2,10.59.45.249,0,-0.0000
F2,10.59.45.249,1,0.0016
F2,10.59.137.214,0,-0.0009
F2,10.59.137.214,1,1.3848
F2,10.59.93.123,0,0.
F2,10.59.93.123,1,0.
F2,10.59.137.237,0,0.
F2,10.59.137.237,1,0.
F2,10.59.180.123,0,0.
F2,10.59.180.123,1,0.
F2,10.59.45.44,0,0.
F2,10.59.45.44,1,0.
F2,10.59.43.151,0,0.
F2,10.59.43.151,1,0.
F2,10.59.223.170,0,0.
F2,10.59.223.170,1,0.
F2,10.59.27.16,0,0.
F2,10.59.27.16,1,0.
F2,10.59.181.59,0,0.
F2,10.59.181.59,1,0.
F2,10.59.223.48,0,0.
F2,10.59.223.48,1,0.
F2,10.59.179.236,0,-0.0000
F2,10.59.179.236,1,0.0083
F2,10.59.212.228,0,0.
F2,10.59.212.228,1,0.
F2,10.59.174.131,0,4.8337e-07
F2,10.59.174.131,1,0.0063
F2,10.59.223.224,0,0.
F2,10.59.223.224,1,0.
F2,inter,0,129.2955
F2,inter,1,167.5794
F2,10.59.22.82,0,-0.0004
F2,10.59.22.82,1,0.5057
F2,10.59.137.255,0,-0.0001
F2,10.59.137.255,1,0.2558
F2,10.59.88.121,0,-0.0000
F2,10.59.88.121,1,0.0040
F2,10.59.34.15,0,-0.0000
F2,10.59.34.15,1,0.0206
F2,10.59.180.13,0,-0.0000
F2,10.59.180.13,1,0.0021
F2,10.59.253.96,0,-0.0000
F2,10.59.253.96,1,0.0382
F2,10.59.137.207,0,-0.0001
F2,10.59.137.207,1,0.1273
F2,10.59.231.4,0,0.
F2,10.59.231.4,1,0.
F2,10.59.36.98,0,-0.0001
F2,10.59.36.98,1,0.0942
F2,10.59.180.205,0,-0.0001
F2,10.59.180.205,1,0.0033
F2,10.59.36.34,0,-0.0000
F2,10.59.36.34,1,0.0447
F2,10.59.178.174,0,-0.0000
F2,10.59.178.174,1,0.0015
F2,10.59.137.210,0,-0.0001
F2,10.59.137.210,1,0.2255
F2,outer,0,0.7275
F2,outer,1,0.8435
F2,10.59.223.86,0,0.
F2,10.59.223.86,1,0.
F2,10.59.223.142,0,-0.0002
F2,10.59.223.142,1,0.3293
F2,10.59.253.218,0,-0.0000
F2,10.59.253.218,1,0.0463
F2,10.59.88.194,0,-0.0000
F2,10.59.88.194,1,0.0243
F2,10.59.45.41,0,-0.0000
F2,10.59.45.41,1,0.0075
F2,10.59.216.145,0,-0.0000
F2,10.59.216.145,1,0.0116
F2,10.59.81.4,0,-0.0000
F2,10.59.81.4,1,7.3784e-06
F2,10.59.58.228,0,-0.0000
F2,10.59.58.228,1,0.0218
F2,10.59.216.81,0,0.
F2,10.59.216.81,1,0.
F2,10.59.216.184,0,-0.0001
F2,10.59.216.184,1,0.0726
F2,10.59.223.203,0,0.
F2,10.59.223.203,1,0.
F2,10.59.137.67,0,-0.0000
F2,10.59.137.67,1,0.0017
F2,10.59.255.115,0,-0.0000
F2,10.59.255.115,1,0.0118
F2,10.59.137.158,0,-0.0001
F2,10.59.137.158,1,0.1995
F2,10.59.81.157,0,0.
F2,10.59.81.157,1,0.
F2,10.59.55.180,0,-0.0000
F2,10.59.55.180,1,1.5720e-18
F2,10.59.43.39,0,-0.0000
F2,10.59.43.39,1,0.0291
F2,10.59.223.78,0,-0.0000
F2,10.59.223.78,1,0.0041
F2,10.59.216.220,0,0.
F2,10.59.216.220,1,0.
F2,10.59.93.194,0,-0.0000
F2,10.59.93.194,1,0.0058
F2,10.59.174.152,0,0.
F2,10.59.174.152,1,0.
F2,10.59.126.42,0,-0.0000
F2,10.59.126.42,1,0.0262
F2,10.59.212.236,0,-0.0000
F2,10.59.212.236,1,8.0096e-07
F2,10.59.36.27,0,-0.0000
F2,10.59.36.27,1,0.0423
F2,10.59.223.156,0,-0.0001
F2,10.59.223.156,1,0.1074
F2,10.59.24.253,0,-0.0000
F2,10.59.24.253,1,0.0269
F2,10.59.216.118,0,0.
F2,10.59.216.118,1,0.
F2,10.59.137.248,0,-0.0001
F2,10.59.137.248,1,0.1479
F2,10.59.58.170,0,-0.0000
F2,10.59.58.170,1,0.0000
F2,10.59.137.206,0,-0.0000
F2,10.59.137.206,1,0.0197
F2,10.59.212.251,0,-0.0000
F2,10.59.212.251,1,1.1161e-06
F2,10.59.212.109,0,-0.0000
F2,10.59.212.109,1,1.2457e-06
F2,10.59.137.81,0,3.9776e-06
F2,10.59.137.81,1,0.0314
F2,10.59.45.189,0,-0.0000
F2,10.59.45.189,1,0.0060
F2,10.59.81.129,0,-0.0000
F2,10.59.81.129,1,0.0057
F2,10.59.212.217,0,-0.0000
F2,10.59.212.217,1,7.7854e-07
F2,10.59.81.121,0,0.
F2,10.59.81.121,1,0.
F2,10.59.148.121,0,-0.0001
F2,10.59.148.121,1,0.0853
F2,10.59.56.98,0,0.
F2,10.59.56.98,1,0.
F2,10.59.55.85,0,-0.0000
F2,10.59.55.85,1,5.3724e-19
F2,10.59.43.75,0,-0.0000
F2,10.59.43.75,1,0.0000
F2,10.59.137.199,0,0.
F2,10.59.137.199,1,0.
F2,10.59.137.76,0,-0.0000
F2,10.59.137.76,1,0.0030
F2,10.59.240.90,0,-0.0000
F2,10.59.240.90,1,0.0247
F2,10.59.180.245,0,-0.0000
F2,10.59.180.245,1,0.0000
F2,10.59.212.86,0,-0.0000
F2,10.59.212.86,1,1.6515e-06
F2,10.59.45.103,0,-0.0000
F2,10.59.45.103,1,0.0015
F2,10.59.46.225,0,-0.0000
F2,10.59.46.225,1,1.2259e-18
F2,10.59.231.177,0,-0.0000
F2,10.59.231.177,1,6.3862e-07
F2,10.59.216.19,0,-0.0000
F2,10.59.216.19,1,0.0066
F2,10.59.45.162,0,-0.0000
F2,10.59.45.162,1,0.0011
F2,10.59.137.148,0,-0.0000
F2,10.59.137.148,1,0.0001
F2,10.59.137.0,0,-0.0000
F2,10.59.137.0,1,0.0023
F2,10.59.240.75,0,0.0000
F2,10.59.240.75,1,0.0570
F2,10.59.55.234,0,-0.0000
F2,10.59.55.234,1,3.4936e-18
F2,10.59.55.130,0,-0.0000
F2,10.59.55.130,1,1.7032e-18
F2,10.59.55.102,0,-0.0000
F2,10.59.55.102,1,1.0616e-18
F2,10.59.55.107,0,-0.0000
F2,10.59.55.107,1,1.1273e-18
F2,10.59.55.207,0,-0.0000
F2,10.59.55.207,1,1.0414e-18
F2,10.59.231.38,0,-0.0000
F2,10.59.231.38,1,1.1300e-06
F2,10.59.55.154,0,-0.0000
F2,10.59.55.154,1,1.8923e-18
F2,10.59.56.35,0,0.
F2,10.59.56.35,1,0.
F2,10.59.181.81,0,-0.0000
F2,10.59.181.81,1,0.0014
F2,10.59.137.20,0,-0.0000
F2,10.59.137.20,1,0.0065
F2,10.59.55.125,0,-0.0000
F2,10.59.55.125,1,6.6475e-19
F2,10.59.55.75,0,-0.0000
F2,10.59.55.75,1,1.1570e-18
F2,10.59.55.103,0,-0.0000
F2,10.59.55.103,1,1.1783e-18
F2,10.59.212.104,0,-0.0000
F2,10.59.212.104,1,6.2772e-07
F2,10.59.55.242,0,-0.0000
F2,10.59.55.242,1,4.4430e-19
F2,10.59.179.240,0,0.
F2,10.59.179.240,1,0.
F2,10.59.179.173,0,-0.0000
F2,10.59.179.173,1,0.0231
F2,10.59.180.160,0,-0.0000
F2,10.59.180.160,1,0.0068
F2,10.59.46.212,0,-0.0000
F2,10.59.46.212,1,1.9405e-18
F2,10.59.55.43,0,-0.0000
F2,10.59.55.43,1,6.0697e-19
F2,10.59.43.41,0,-0.0000
F2,10.59.43.41,1,0.0024
F2,10.59.36.127,0,-0.0000
F2,10.59.36.127,1,0.0002
F2,10.59.43.49,0,-0.0000
F2,10.59.43.49,1,0.0054
F2,10.59.179.5,0,-0.0000
F2,10.59.179.5,1,0.0153
F2,10.59.55.214,0,-0.0000
F2,10.59.55.214,1,1.7434e-18
F2,10.59.24.201,0,0.
F2,10.59.24.201,1,0.
F2,10.59.46.149,0,-0.0000
F2,10.59.46.149,1,1.2562e-18
F2,10.59.223.27,0,-0.0000
F2,10.59.223.27,1,0.0000
F2,10.59.93.4,0,1.8840e-06
F2,10.59.93.4,1,0.0001
F2,10.59.253.201,0,0.
F2,10.59.253.201,1,0.
F2,10.59.46.5,0,-0.0000
F2,10.59.46.5,1,1.0628e-18
F2,10.59.55.127,0,-0.0000
F2,10.59.55.127,1,4.5384e-19
F2,10.59.46.82,0,-0.0000
F2,10.59.46.82,1,5.2772e-19
F2,10.59.55.49,0,-0.0000
F2,10.59.55.49,1,6.4606e-19
F2,10.59.55.143,0,-0.0000
F2,10.59.55.143,1,6.9142e-19
F2,10.59.212.57,0,2.9042e-14
F2,10.59.212.57,1,2.7199e-10
F3,http,0,-0.2082
F3,http,1,8.8611
F3,http_proxy,0,-10.9362
F3,http_proxy,1,0.1125
F3,ftp_control,0,-0.0006
F3,ftp_control,1,0.0077
F3,unknown,0,-0.0284
F3,unknown,1,2.7565
F3,mysql,0,0.0034
F3,mysql,1,0.1933
F3,ssh,0,-0.4847
F3,ssh,1,0.1376
F3,ssl,0,0.0129
F3,ssl,1,0.4508
F3,whois-das,0,0.0033
F3,whois-das,1,0.0819
F3,dns,0,-0.0002
F3,dns,1,0.0104
F3,http_connect,0,-0.0000
F3,http_connect,1,0.0003
F3,smb,0,-0.0007
F3,smb,1,0.0172
F3,redis,0,0.0007
F3,redis,1,0.0270
F3,smtp,0,0.0006
F3,smtp,1,0.0200
F3,telnet,0,3.0738e-17
F3,telnet,1,1.3038e-15
F3,dce_rpc,0,0.0000
F3,dce_rpc,1,0.0009
F3,rdp,0,-0.0005
F3,rdp,1,0.0150
F3,edonkey,0,0.0006
F3,edonkey,1,0.0152
F3,ldap,0,0.0001
F3,ldap,1,0.0019
F3,rsync,0,0.0002
F3,rsync,1,0.0059
F3,irc,0,-0.0004
F3,irc,1,0.0091
F3,lotusnotes,0,0.0001
F3,lotusnotes,1,0.0014
F3,kerberos,0,0.0000
F3,kerberos,1,0.0007
F3,ftp_data,0,-0.0012
F3,ftp_data,1,0.0067
F3,ssl_no_cert,0,0.
F3,ssl_no_cert,1,0.
F3,tds,0,1.5821e-06
F3,tds,1,0.0000
F3,imesh,0,3.1723e-14
F3,imesh,1,1.3459e-12
F3,sip,0,0.0001
F3,sip,1,0.0013
F3,oracle,0,0.0000
F3,oracle,1,0.0011
F3,netbios,0,-0.0004
F3,netbios,1,0.0053
F3,pcanywhere,0,9.8303e-12
F3,pcanywhere,1,4.2060e-10
F3,h323,0,0.0001
F3,h323,1,0.0021
F4,21,0,0.6949
F4,21,1,0.4980
F4,38,0,0.6942
F4,38,1,0.5748
F4,89,0,0.6935
F4,89,1,0.7336
F4,106,0,0.6938
F4,106,1,0.7113
F4,95,0,0.6935
F4,95,1,0.6703
F4,97,0,0.6935
F4,97,1,0.8087
F4,22,0,0.6941
F4,22,1,0.7695
F4,94,0,0.6928
F4,94,1,0.7315
F4,23,0,0.6940
F4,23,1,0.7940
F4,24,0,0.6935
F4,24,1,0.6837
F4,37,0,0.6937
F4,37,1,0.5051
F4,25,0,0.6941
F4,25,1,0.7355
F4,26,0,0.6934
F4,26,1,0.7655
F4,27,0,0.6935
F4,27,1,0.8014
F4,28,0,0.6969
F4,28,1,0.6672
F4,36,0,0.6935
F4,36,1,0.6500
F4,29,0,0.6935
F4,29,1,0.7189
F4,30,0,0.6966
F4,30,1,0.7883
F4,31,0,0.6963
F4,31,1,0.7394
F4,35,0,0.6938
F4,35,1,0.8808
F4,107,0,0.6972
F4,107,1,0.9050
F4,32,0,0.6938
F4,32,1,0.5161
F4,33,0,0.6938
F4,33,1,0.4907
F4,34,0,0.6940
F4,34,1,0.7249
F4,88,0,0.6926
F4,88,1,0.6472
F4,96,0,0.6922
F4,96,1,0.6965
F4,108,0,0.6943
F4,108,1,0.6235
F4,87,0,0.6951
F4,87,1,0.6895
F4,93,0,0.6936
F4,93,1,0.4675
F4,109,0,0.6946
F4,109,1,0.7452
F4,98,0,0.6934
F4,98,1,0.7579
F4,86,0,0.6935
F4,86,1,0.7723
F4,110,0,0.6947
F4,110,1,0.5026
F4,111,0,0.6937
F4,111,1,0.6053
F4,85,0,0.6951
F4,85,1,0.5413
F4,99,0,0.6947
F4,99,1,0.8820
F4,112,0,0.6946
F4,112,1,0.5966
F4,84,0,0.6964
F4,84,1,0.5735
F4,113,0,0.6936
F4,113,1,0.7326
F4,83,0,0.6970
F4,83,1,0.6211
F4,92,0,0.6943
F4,92,1,0.7490
F4,114,0,0.6936
F4,114,1,0.5921
F4,115,0,0.6937
F4,115,1,0.5461
F4,82,0,0.6937
F4,82,1,0.5758
F4,100,0,0.6934
F4,100,1,0.7826
F4,116,0,0.6938
F4,116,1,0.5363
F4,117,0,0.6951
F4,117,1,0.4918
F4,118,0,0.6962
F4,118,1,0.7635
F4,81,0,0.6792
F4,81,1,0.5040
F4,119,0,0.6935
F4,119,1,0.7044
F4,120,0,0.6934
F4,120,1,0.8431
F4,121,0,0.6935
F4,121,1,0.8039
F4,80,0,0.6800
F4,80,1,0.5846
F4,122,0,0.6935
F4,122,1,0.8120
F4,79,0,0.6788
F4,79,1,0.7965
F4,123,0,0.6947
F4,123,1,0.8166
F4,124,0,0.6934
F4,124,1,0.7705
F4,78,0,0.6788
F4,78,1,0.7803
F4,125,0,0.6935
F4,125,1,0.7353
F4,126,0,0.6936
F4,126,1,0.7492
F4,77,0,0.6789
F4,77,1,0.8139
F4,127,0,0.6935
F4,127,1,0.7236
F4,76,0,0.6789
F4,76,1,0.7667
F4,75,0,0.6939
F4,75,1,0.8794
F4,128,0,0.6937
F4,128,1,0.5474
F4,91,0,0.6935
F4,91,1,0.7895
F4,101,0,0.6934
F4,101,1,0.7126
F4,129,0,0.6939
F4,129,1,0.5172
F4,74,0,0.6920
F4,74,1,0.7969
F4,130,0,0.6937
F4,130,1,0.5930
F4,73,0,0.6934
F4,73,1,0.7366
F4,131,0,0.6955
F4,131,1,0.5335
F4,72,0,0.6947
F4,72,1,0.7892
F4,132,0,0.6936
F4,132,1,0.5633
F4,71,0,0.6963
F4,71,1,0.6621
F4,133,0,0.6949
F4,133,1,0.4541
F4,70,0,0.6935
F4,70,1,0.7613
F4,134,0,0.6789
F4,134,1,0.7625
F4,69,0,0.6940
F4,69,1,0.6402
F4,135,0,0.6792
F4,135,1,0.5679
F4,68,0,0.6963
F4,68,1,0.7741
F4,136,0,0.6613
F4,136,1,0.5312
F4,102,0,0.6934
F4,102,1,0.7518
F4,137,0,0.6627
F4,137,1,0.4805
F4,67,0,0.6940
F4,67,1,0.6740
F4,138,0,0.6632
F4,138,1,0.5558
F4,139,0,0.6626
F4,139,1,0.5183
F4,66,0,0.6941
F4,66,1,0.6323
F4,140,0,0.6660
F4,140,1,0.4727
F4,141,0,0.6639
F4,141,1,0.5071
F4,142,0,0.6624
F4,142,1,0.7362
F4,143,0,0.6624
F4,143,1,0.7636
F4,144,0,0.6623
F4,144,1,0.7940
F4,103,0,0.6934
F4,103,1,0.7175
F4,65,0,0.6926
F4,65,1,0.7174
F4,145,0,0.6624
F4,145,1,0.7474
F4,146,0,0.6638
F4,146,1,0.6047
F4,147,0,0.6637
F4,147,1,0.7812
F4,148,0,0.6624
F4,148,1,0.7779
F4,149,0,0.6653
F4,149,1,0.7949
F4,64,0,0.6944
F4,64,1,0.8745
F4,150,0,0.6624
F4,150,1,0.7481
F4,151,0,0.6625
F4,151,1,0.6340
F4,152,0,0.6626
F4,152,1,0.5225
F4,153,0,0.6659
F4,153,1,0.5613
F4,154,0,0.6651
F4,154,1,0.8130
F4,63,0,0.6935
F4,63,1,0.7678
F4,155,0,0.6625
F4,155,1,0.5982
F4,104,0,0.6937
F4,104,1,0.5226
F4,156,0,0.6632
F4,156,1,0.5928
F4,90,0,0.6963
F4,90,1,0.7946
F4,157,0,0.6626
F4,157,1,0.5285
